Points,Domain
0,http://blog.jayfields.com
0,https://arogozhnikov.github.io/
0,https://airbrake.io/blog/
0,http://lea.verou.me/
0,https://blog.imaginea.com/
0,http://blog.rapidapi.com/
0,https://www.toptal.com/blog/
0,http://teespring.engineering/
0,http://radek.io
0,http://petr-mitrichev.blogspot.com/
0,http://aarvik.dk/
0,https://nativeguru.wordpress.com/
0,https://tech.just-eat.com/
0,https://www.runtastic.com/blog/en/category/tech/
0,http://redino.net/blog/
0,https://jerrygamblin.com/
0,https://data-artisans.com/blog/
0,http://jelv.is/blog/
0,http://blog.mandrill.com/
0,https://developer.apple.com/swift/blog/
0,http://nshipster.com/
0,http://tech.oyster.com/
0,http://www.dabeaz.com/blog.html
0,http://highscalability.com/
0,http://gofynd.io/blog
0,http://engineering.wayfair.com/
0,https://stormpath.com/blog/
0,https://www.box.com/blog/engineering/
0,http://hackers.lookout.com/
0,https://code.mixpanel.com/
0,http://www.wilfred.me.uk/
0,http://product.hubspot.com/blog/topic/engineering
0,http://stdout.in/
0,http://sartorialscience.myntrablogs.com/
0,http://engineering.skybettingandgaming.com/
0,https://tech.pic-collage.com/
0,https://medium.com/yammer-engineering
0,https://aerotwist.com/blog/
0,http://www.andrewcbancroft.com/
0,https://deis.com/blog
0,https://www.azavea.com/blog/category/software-development/
0,http://engineering.flipboard.com/
0,https://jack.ofspades.com/
0,http://nikolay.rocks/
0,http://dailytechvideo.com/
0,https://tech.trello.com/
0,http://www.billthelizard.com/
0,http://engineering.shapesecurity.com/
0,https://tech.zalando.com/blog/
0,http://devblog.coolblue.nl/
0,http://eng.datafox.co/
0,https://blog.filippo.io/
0,https://gocardless.com/blog/tagged/engineering/
0,https://developer.ibm.com/dwblog/
0,https://fullstack.info
0,https://akrabat.com/
0,http://www.afronski.pl/
0,https://mixmax.com/blog/tag/engineering
0,https://blog.siftscience.com/?category=Engineering
0,http://blog.arkency.com/
0,https://engineroom.teamwork.com/
0,https://www.miqu.me/
0,http://blog.vevo.com/
0,http://wso2.com/library/
0,http://eng.wealthfront.com/
0,https://engineering.zulily.com/
0,http://blog.memsql.com/content/engineering/
0,https://themodernlife.github.io/
0,http://tech.secretescapes.com/
0,https://rainsoft.io
0,https://yurichev.com/blog/
0,https://team.goodeggs.com
0,https://blog.yld.io
0,http://engineering.intenthq.com/
0,http://multithreaded.stitchfix.com/blog/
0,http://engineering.wattpad.com/
0,https://capgemini.github.io/
0,https://engineering.linkedin.com/blog/topic/slideshare
0,http://engineering.criteolabs.com/
0,http://www.client9.com/
0,https://crowdfire.engineering/
0,https://blog.pchudzik.com/
0,http://rocksdb.org/blog
0,https://rhettinger.wordpress.com/
0,http://tech.opentable.co.uk/
0,https://www.sakib.ninja
0,http://manu.sporny.org/
0,https://firstdoit.com/
0,http://www.fuzzyblog.io/blog/
0,http://www.dereuromark.de/
0,http://matt.might.net/articles/
0,http://www.hanselman.com/blog/
0,http://blog.mallow-tech.com/
0,http://ieftimov.com/
0,https://natashatherobot.com
0,https://spin.atomicobject.com/
0,https://engineering.gnip.com/
0,http://blog.rdlh.io/
0,https://tech.grammarly.com/blog/index.html
0,http://blog.prolificinteractive.com/category/development/
0,https://engineering.imvu.com/
0,https://engineering.giphy.com/
0,https://medium.com/engineering-housing
0,https://www.theguardian.com/info/developer-blog
0,https://target.github.io/
0,https://engineering.groupon.com/
0,https://www.hostinger.com/blog/engineering/
0,https://blog.xmartlabs.com/
0,http://code.hireart.com/
0,https://brendaneich.com/
0,https://liveramp.com/engineering/
0,http://www.adamtuliper.com/
0,https://blog.sleeplessbeastie.eu/
0,https://tech.homeaway.com/
0,https://omniti.com/seeds/stop-collaborate-and-listen-notify
0,http://www.nateberkopec.com/
0,https://neverfriday.com/blog/
0,http://undocumentedmatlab.com/
0,http://engineering.medallia.com/blog/
0,http://www.cimgf.com/
0,https://techblog.badoo.com/
0,https://deliveroo.engineering/
0,https://zeemee.engineering/
0,https://www.smallsurething.com/
0,https://engineering.haus.com
0,http://thedailywtf.com/
0,https://jaketrent.com
0,https://blog.postmates.com/tagged/engineering
0,https://aphyr.com/
0,http://engineering.gusto.com/
0,https://www.darkcoding.net/
0,https://engblog.nextdoor.com/
0,http://www.born2data.com/
0,https://github.com/blog/category/engineering
0,http://thelazylog.com/
0,http://engineering.wingify.com/
0,http://neopythonic.blogspot.com/
0,https://www.buzzfeed.com/techblog
0,http://codevoyagers.com/
0,https://engineering.zenefits.com/posts/
0,https://blog.nraboy.com/
0,http://jakeyesbeck.com/
0,https://codeascraft.com/
0,http://blog.avenuecode.com/
0,http://blog.wittchen.biz.pl/
0,http://eng.rightscale.com/
0,https://developerblog.redhat.com
0,http://weblog.jamisbuck.org/
0,http://blog.blundellapps.co.uk
0,http://artplustech.com/
0,http://fbrnc.net/
0,http://www.michaelgallego.fr/articles/
0,https://engineering.clever.com/
0,https://engineering.pivotal.io
0,https://www.metachris.com/blog/
0,http://engineering.snapdeal.com/category/code/
0,https://radimrehurek.com/blog/
0,https://galois.com/blog/
0,http://engineering.indeedblog.com/blog/
0,http://engineering.webengage.com/
0,https://juristr.com/blog/
0,https://engineroom.settled.co.uk/
0,https://www.airpair.com/software-experts
0,https://dev.firmafon.dk/blog/
0,http://www.bigeng.io/
0,https://www.9lessons.info/
0,https://michaelcrump.net/
0,http://jakewharton.com/blog
0,http://www.machinalis.com/blog/
0,https://99designs.com/tech-blog/
0,https://segment.com/blog/categories/engineering/
0,https://blog.asana.com/category/eng/
0,https://hashrocket.com/blog
0,https://binary-studio.com/blog/
0,https://engineering.condenast.io/
0,http://blog.joingrouper.com/
0,https://blog.wearewizards.io/
0,https://medium.com/jobteaser-dev-team/
0,https://semaphoreci.com/community
0,https://developer.atlassian.com/blog/
0,http://dailyjs.com/
0,https://una.im/
0,http://www.blackbytes.info/
0,https://realm.io/news/
0,https://techblog.king.com/
0,https://jollygoodcode.github.io/
0,http://blog.parse.com/
0,https://engineering.linecorp.com/en/blog
0,http://tech.zumba.com/
0,https://carlosbecker.com
0,http://blog.hypriot.com/
0,http://www.codenameone.com/blog.html
0,http://eng.localytics.com/
0,http://alanstorm.com/
0,https://toddmotto.com/
0,https://blog.sourceclear.com/
0,http://blog.venmo.com/?category=Engineering
0,http://blog.vngrs.com/
0,https://medium.com/medium-eng
0,https://tech.xing.com/
